workload,share_rate,acl_mix,policy,kv_gib,num_blocks,concurrency,requests,prompt_tokens,cached_tokens,cached_pct,recomputed_tokens,evictions,stalls,max_table_size,unauthorized_hits,probe_requests,probe_unauthorized_hits,probe_cached_tokens,mean_prompt_tokens,wall_s
w_share0.75_mix-restrictive_u20_s0,0.75,0.20/0.40/0.40,B4,4,4681,4,400,576887,54672,9.48,522215,28978,0,4679,0,86,0,8048,1442.2,0.77
w_share0.75_mix-restrictive_u20_s0,0.75,0.20/0.40/0.40,B4,4,4681,16,400,576887,54672,9.48,522215,28989,0,4668,0,86,0,8048,1442.2,0.91
w_share0.75_mix-restrictive_u20_s0,0.75,0.20/0.40/0.40,B5,1,1170,4,400,576887,119072,20.64,457815,28464,0,1168,0,86,0,20000,1442.2,0.21
w_share0.75_mix-restrictive_u20_s0,0.75,0.20/0.40/0.40,B5,1,1170,16,400,576887,119072,20.64,457815,28472,386,1160,0,86,0,20000,1442.2,0.35
w_share0.75_mix-restrictive_u20_s0,0.75,0.20/0.40/0.40,B5,2,2340,4,400,576887,127488,22.1,449399,26768,0,2338,0,86,0,22208,1442.2,0.5
w_share0.75_mix-restrictive_u20_s0,0.75,0.20/0.40/0.40,B5,2,2340,16,400,576887,127488,22.1,449399,26779,0,2327,0,86,0,22208,1442.2,0.64
w_share0.75_mix-restrictive_u20_s0,0.75,0.20/0.40/0.40,B5,4,4681,4,400,576887,134048,23.24,442839,24017,0,4679,0,86,0,23568,1442.2,0.79
w_share0.75_mix-restrictive_u20_s0,0.75,0.20/0.40/0.40,B5,4,4681,16,400,576887,134032,23.23,442855,24029,0,4668,0,86,0,23568,1442.2,0.93
w_share0.75_mix-restrictive_u20_s0,0.75,0.20/0.40/0.40,UB,1,1170,4,400,576887,39328,6.82,537559,33448,0,1168,0,86,6454,122208,1442.2,0.18
w_share0.75_mix-restrictive_u20_s0,0.75,0.20/0.40/0.40,UB,1,1170,16,400,576887,39104,6.78,537783,33468,388,1161,0,86,6454,122208,1442.2,0.32
w_share0.75_mix-restrictive_u20_s0,0.75,0.20/0.40/0.40,UB,2,2340,4,400,576887,49696,8.61,527191,31630,0,2338,0,86,6454,122208,1442.2,0.46
w_share0.75_mix-restrictive_u20_s0,0.75,0.20/0.40/0.40,UB,2,2340,16,400,576887,49520,8.58,527367,31652,0,2327,0,86,6454,122208,1442.2,0.6
w_share0.75_mix-restrictive_u20_s0,0.75,0.20/0.40/0.40,UB,4,4681,4,400,576887,73712,12.78,503175,27788,0,4679,0,86,6454,122208,1442.2,0.76
w_share0.75_mix-restrictive_u20_s0,0.75,0.20/0.40/0.40,UB,4,4681,16,400,576887,73552,12.75,503335,27809,0,4668,0,86,6454,122208,1442.2,0.9
w_share0.75_mix-restrictive_u20_s0,0.75,0.20/0.40/0.40,UB-order,1,1170,4,400,576887,35904,6.22,540983,33662,0,1168,0,86,3837,122208,1442.2,0.19
w_share0.75_mix-restrictive_u20_s0,0.75,0.20/0.40/0.40,UB-order,1,1170,16,400,576887,35776,6.2,541111,33676,388,1162,0,86,3837,122208,1442.2,0.33
w_share0.75_mix-restrictive_u20_s0,0.75,0.20/0.40/0.40,UB-order,2,2340,4,400,576887,41984,7.28,534903,32112,0,2338,0,86,3837,122208,1442.2,0.49
w_share0.75_mix-restrictive_u20_s0,0.75,0.20/0.40/0.40,UB-order,2,2340,16,400,576887,41984,7.28,534903,32123,0,2327,0,86,3837,122208,1442.2,0.63
w_share0.75_mix-restrictive_u20_s0,0.75,0.20/0.40/0.40,UB-order,4,4681,4,400,576887,54672,9.48,522215,28978,0,4679,0,86,3837,122208,1442.2,0.77
w_share0.75_mix-restrictive_u20_s0,0.75,0.20/0.40/0.40,UB-order,4,4681,16,400,576887,54672,9.48,522215,28989,0,4668,0,86,3837,122208,1442.2,0.92
w_share0.75_mix-restrictive_u20_s0,0.75,0.20/0.40/0.40,UB-reuse,1,1170,4,400,576887,119072,20.64,457815,28464,0,1168,0,86,3837,122208,1442.2,0.21
w_share0.75_mix-restrictive_u20_s0,0.75,0.20/0.40/0.40,UB-reuse,1,1170,16,400,576887,119072,20.64,457815,28472,386,1160,0,86,3837,122208,1442.2,0.35
w_share0.75_mix-restrictive_u20_s0,0.75,0.20/0.40/0.40,UB-reuse,2,2340,4,400,576887,127488,22.1,449399,26768,0,2338,0,86,3837,122208,1442.2,0.49
w_share0.75_mix-restrictive_u20_s0,0.75,0.20/0.40/0.40,UB-reuse,2,2340,16,400,576887,127488,22.1,449399,26779,0,2327,0,86,3837,122208,1442.2,0.64
w_share0.75_mix-restrictive_u20_s0,0.75,0.20/0.40/0.40,UB-reuse,4,4681,4,400,576887,134048,23.24,442839,24017,0,4679,0,86,3837,122208,1442.2,0.8
w_share0.75_mix-restrictive_u20_s0,0.75,0.20/0.40/0.40,UB-reuse,4,4681,16,400,576887,134032,23.23,442855,24029,0,4668,0,86,3837,122208,1442.2,0.94
